vistas0003, 0, 152, 87, 67, 82, 71, 79
vistas0003, 1, 144, 120, 68, 83, 69, 81
vistas0003, 1, 174, 40, 111, 89, 108, 95
vistas0003, 1, 202, 41, 102, 108, 109, 107
vistas0003, 10, 147, 219, 211, 75, 213, 73
vistas0003, 2, 155, 165, 68, 81, 68, 82
vistas0003, 2, 185, 83, 104, 98, 104, 96
vistas0003, 2, 215, 80, 101, 108, 107, 109
vistas0003, 3, 162, 182, 69, 81, 69, 83
vistas0003, 3, 163, 184, 68, 82, 68, 83
vistas0003, 3, 171, 99, 109, 87, 105, 88
vistas0003, 3, 211, 104, 100, 106, 102, 105
vistas0003, 4, 143, 191, 68, 81, 82, 88
vistas0003, 4, 145, 194, 69, 82, 81, 88
vistas0003, 4, 146, 132, 110, 89, 107, 90
vistas0003, 4, 187, 141, 103, 109, 103, 107
vistas0003, 6, 156, 59, 211, 73, 202, 79
vistas0003, 7, 135, 101, 212, 74, 212, 71
vistas0003, 7, 137, 102, 213, 71, 212, 72
vistas0003, 7, 145, 87, 213, 78, 218, 76
vistas0003, 8, 124, 152, 212, 69, 212, 69
vistas0003, 8, 131, 151, 212, 73, 212, 73
vistas0003, 8, 141, 142, 212, 79, 215, 77
vistas0003, 9, 147, 191, 212, 75, 213, 72
vistas0003, 9, 157, 183, 211, 76, 215, 77
vistas0004, 1, 137, 34, 131, 78, 125, 87
vistas0004, 10, 125, 186, 266, 77, 264, 78
vistas0004, 11, 138, 196, 267, 75, 267, 80
vistas0004, 2, 105, 85, 131, 62, 138, 62
vistas0004, 2, 108, 84, 137, 60, 138, 63
vistas0004, 2, 140, 83, 137, 79, 137, 79
vistas0004, 3, 100, 119, 130, 67, 131, 63
vistas0004, 3, 110, 80, 147, 69, 153, 69
vistas0004, 3, 130, 107, 138, 81, 137, 78
vistas0004, 3, 132, 105, 137, 79, 138, 79
vistas0004, 3, 157, 86, 143, 89, 148, 92
vistas0004, 4, 115, 176, 125, 75, 125, 75
vistas0004, 4, 122, 79, 164, 80, 175, 78
vistas0004, 4, 126, 150, 138, 79, 138, 80
vistas0004, 5, 125, 177, 139, 80, 137, 80
vistas0004, 5, 154, 166, 145, 92, 143, 94
vistas0004, 6, 130, 190, 137, 79, 141, 79
vistas0004, 6, 135, 149, 163, 80, 162, 81
vistas0004, 6, 153, 188, 137, 90, 142, 90
vistas0004, 8, 133, 90, 264, 76, 265, 81
vistas0004, 8, 172, 95, 253, 95, 257, 98
vistas0004, 9, 129, 153, 266, 76, 264, 75
vistas0004, 9, 132, 151, 263, 78, 264, 77
vistas0008, 1, 166, 91, 102, 78, 102, 78
vistas0008, 1, 175, 124, 82, 83, 88, 84
vistas0008, 1, 88, 81, 108, 50, 108, 45
vistas0008, 10, 166, 192, 240, 93, 239, 94
vistas0008, 10, 168, 190, 242, 95, 240, 95
vistas0008, 11, 172, 228, 243, 97, 246, 95
vistas0008, 2, 167, 106, 112, 75, 115, 76
vistas0008, 2, 169, 137, 102, 79, 102, 78
vistas0008, 2, 176, 203, 80, 85, 76, 85
vistas0008, 2, 261, 136, 102, 117, 110, 118
vistas0008, 2, 91, 118, 108, 47, 109, 44
vistas0008, 2, 98, 119, 109, 51, 109, 48
vistas0008, 3, 164, 229, 82, 84, 75, 82
vistas0008, 3, 166, 164, 103, 79, 103, 78
vistas0008, 3, 96, 139, 109, 49, 111, 49
vistas0008, 4, 138, 189, 102, 67, 105, 70
vistas0008, 4, 154, 251, 83, 83, 77, 80
vistas0008, 4, 164, 196, 102, 80, 103, 81
vistas0008, 4, 187, 181, 109, 87, 110, 90
vistas0008, 4, 277, 201, 100, 122, 94, 136
vistas0008, 4, 94, 176, 109, 51, 108, 51
vistas0008, 7, 158, 61, 242, 96, 237, 88
vistas0008, 8, 170, 121, 243, 95, 236, 92
vistas0008, 8, 252, 164, 214, 127, 216, 127
vistas0008, 9, 171, 159, 241, 96, 241, 94
